Port/Protocol Combination Counts:

Port       Protocol   Count
53762      udp        1    
45455      icmp       1    
55013      udp        1    
54427      tcp        1    
5332       udp        1    
2483       icmp       1    
31311      udp        1    
24729      icmp       1    
46287      icmp       1    
50192      icmp       1    
24479      tcp        1    
45233      tcp        3    
23658      tcp        1    
8760       icmp       1    
17873      icmp       1    
7947       icmp       2    
44581      tcp        1    
28432      icmp       1    
13009      tcp        1    
63498      udp        1    
30931      udp        2    
15093      tcp        1    
47629      udp        2    
58083      icmp       1    
33491      tcp        1    
40714      udp        2    
18678      icmp       1    
47803      tcp        2    
28283      udp        1    
11712      udp        1    
49618      udp        1    
62606      udp        1    
40760      udp        1    
10384      tcp        1    
1057       icmp       2    
12149      icmp       2    
28946      icmp       1    
39400      udp        2    
40482      udp        1    
6528       tcp        1    
42537      udp        1    
4945       tcp        1    
48470      udp        1    
28385      icmp       1    
51612      icmp       2    
413        tcp        3    
49373      tcp        2    
30027      icmp       1    
52518      tcp        1    
43105      tcp        2    
53015      udp        1    
51392      udp        1    
54638      udp        1    
58241      icmp       1    
46602      tcp        1    
33146      icmp       1    
55418      icmp       1    
28094      tcp        1    
21302      udp        1    
48717      udp        1    
15293      tcp        1    
7619       udp        1    
38942      icmp       1    
15292      tcp        1    
51383      tcp        1    
17144      tcp        1    
28586      udp        1    
40762      udp        2    
48413      tcp        1    
57719      udp        1    
59532      udp        1    
49319      tcp        1    
5618       udp        1    
43987      tcp        2    
50051      udp        1    
32421      udp        1    
31131      udp        1    
31284      icmp       1    
54269      icmp       1    
50533      tcp        1    
49980      tcp        1    
12830      icmp       2    
39924      tcp        2    
54949      udp        1    
36864      udp        1    
2335       icmp       1    
62636      tcp        1    
64873      udp        1    
48488      udp        1    
44607      udp        1    
37817      icmp       1    
32019      udp        1    
25020      tcp        1    
38740      icmp       1    
312        udp        1    
55843      udp        1    
11857      icmp       2    
45249      icmp       1    
29364      icmp       1    
24596      udp        1    
46209      udp        1    
58130      udp        1    
55938      tcp        1    
49852      udp        1    
19959      icmp       1    
4545       udp        1    
33614      tcp        1    
30070      udp        2    
24791      icmp       2    
20306      tcp        1    
40472      icmp       1    
27969      udp        1    
55691      icmp       2    
13914      icmp       2    
48015      icmp       1    
12294      icmp       1    
43220      tcp        1    
38209      icmp       1    
1604       icmp       2    
57367      udp        2    
54449      udp        3    
4571       icmp       1    
43175      icmp       1    
28078      icmp       1    
38839      udp        1    
3721       icmp       1    
58152      udp        1    
22978      udp        2    
10621      icmp       1    
46804      udp        1    
12113      icmp       1    
4656       udp        1    
22025      tcp        1    
5405       icmp       2    
15214      tcp        1    
2447       tcp        1    
6029       udp        1    
6842       icmp       1    
1925       udp        1    
29439      icmp       2    
17428      tcp        2    
40604      icmp       1    
11527      udp        2    
29559      udp        2    
50817      icmp       2    
52300      icmp       1    
14663      udp        1    
22700      udp        1    
39139      udp        1    
20928      icmp       1    
4863       tcp        1    
9624       icmp       1    
33722      tcp        1    
46088      udp        1    
50631      tcp        1    
13412      icmp       1    
53474      tcp        2    
39427      icmp       1    
35369      udp        1    
23204      udp        2    
